id;Period;Data_value;Series_title_2
868;2015.11;2923.9;Credit
869;2015.12;2968.1;Credit
870;2016.01;2971.1;Credit
871;2016.02;2956.9;Credit
872;2016.03;2970.9;Credit
873;2016.04;3038.2;Credit
874;2016.05;3051.8;Credit
875;2016.06;3079.7;Credit
876;2016.07;3124.4;Credit
877;2016.08;3102;Credit
878;2016.09;3172.9;Credit
879;2016.10;3234.7;Credit
880;2016.11;3201.1;Credit
881;2016.12;3286.1;Credit
882;2017.01;3622.1;Credit
883;2017.02;3601.2;Credit
884;2017.03;3631.1;Credit
885;2017.04;3674.4;Credit
886;2017.05;3688.4;Credit
887;2017.06;3695.7;Credit
888;2017.07;3736.6;Credit
889;2017.08;3777.2;Credit
890;2017.09;3743.8;Credit
891;2017.10;3829.4;Credit
892;2017.11;3886.8;Credit
893;2017.12;3941.5;Credit
894;2018.01;3999.5;Credit
895;2018.02;4036;Credit
896;2018.03;4072;Credit
897;2018.04;4032.7;Credit
898;2018.05;4077.3;Credit
899;2018.06;4084.6;Credit
900;2018.07;4131.3;Credit
901;2018.08;4162;Credit
902;2018.09;4229.1;Credit
903;2018.10;4241.1;Credit
904;2018.11;4228.1;Credit
905;2018.12;4227.4;Credit
906;2019.01;4328.4;Credit
907;2019.02;4325.8;Credit
908;2019.03;4342.7;Credit
909;2019.04;4336.8;Credit
910;2019.05;4272.9;Credit
911;2019.06;4321.7;Credit
912;2019.07;4281.9;Credit
913;2019.08;4362.9;Credit
914;2019.09;4352.7;Credit
915;2019.10;4373.1;Credit
916;2019.11;4475.2;Credit
917;2019.12;4482.4;Credit
918;2020.01;4536;Credit
919;2020.02;4567.2;Credit
920;2020.03;4226.4;Credit
921;2020.04;2607.8;Credit
922;2020.05;4380.3;Credit
923;2020.06;4895.6;Credit
924;2020.07;4884.9;Credit
925;2020.08;4664.5;Credit
926;2020.09;4890.8;Credit
927;2020.10;4925.6;Credit
928;2020.11;4889.5;Credit
929;2020.12;4916.8;Credit
930;2021.01;4850.7;Credit
931;2021.02;4698.1;Credit
932;2021.03;4867.9;Credit
933;2021.04;5074.7;Credit
934;2021.05;5189.4;Credit
935;2021.06;5251.5;Credit
936;2021.07;5448.5;Credit
937;2021.08;4412.6;Credit
938;2021.09;4505;Credit
939;2021.10;4926.5;Credit
940;2021.11;5351.3;Credit
941;2021.12;5481.4;Credit
942;2022.01;5547.9;Credit
943;2022.02;5133.7;Credit
944;2022.03;5341.8;Credit
945;2022.04;5650.4;Credit
946;2022.05;5751.2;Credit
947;2022.06;5766;Credit
948;2022.07;5812.6;Credit
949;2022.08;5816.5;Credit
950;2022.09;5905.7;Credit
951;2022.10;5971.3;Credit
952;2022.11;5968.4;Credit
953;2022.12;5942.9;Credit
954;2002.08;;Debit
955;2002.09;;Debit
956;2002.10;1618.3;Debit
957;2002.11;1557.5;Debit
958;2002.12;1603.3;Debit
959;2003.01;1599.2;Debit
960;2003.02;1612.3;Debit
961;2003.03;1618.7;Debit
962;2003.04;1626.9;Debit
963;2003.05;1653.8;Debit
964;2003.06;1643.4;Debit
965;2003.07;1686;Debit
966;2003.08;1699.6;Debit
967;2003.09;1706.7;Debit
968;2003.10;1724.6;Debit
969;2003.11;1731.7;Debit
970;2003.12;1755.9;Debit
971;2004.01;1755;Debit
972;2004.02;1760;Debit
973;2004.03;1782.6;Debit
974;2004.04;1799.5;Debit
975;2004.05;1805.9;Debit
976;2004.06;1816.8;Debit
977;2004.07;1829.9;Debit
978;2004.08;1838;Debit
979;2004.09;1852.1;Debit
980;2004.10;1847.6;Debit
981;2004.11;1872.3;Debit
982;2004.12;1873.9;Debit
983;2005.01;1901.7;Debit
984;2005.02;1917.1;Debit
985;2005.03;1922.2;Debit
986;2005.04;1939.3;Debit
987;2005.05;1937.4;Debit
988;2005.06;1961.4;Debit
989;2005.07;1979.2;Debit
990;2005.08;1989;Debit
991;2005.09;2008.3;Debit
992;2005.10;2027.3;Debit
993;2005.11;2036.9;Debit
994;2005.12;2011.4;Debit
995;2006.01;2059.1;Debit
996;2006.02;2056.3;Debit
997;2006.03;2082;Debit
998;2006.04;2100.4;Debit
999;2006.05;2123;Debit
1000;2006.06;2146.2;Debit
1001;2006.07;2151.1;Debit
1002;2006.08;2164.6;Debit
1003;2006.09;2167.6;Debit
1004;2006.10;2203.1;Debit
1005;2006.11;2210.4;Debit
1006;2006.12;2242.6;Debit
1007;2007.01;2248.9;Debit
1008;2007.02;2286.7;Debit
1009;2007.03;2295.8;Debit
1010;2007.04;2316.1;Debit
1011;2007.05;2327;Debit
1012;2007.06;2348.4;Debit
1013;2007.07;2355.9;Debit
1014;2007.08;2366.2;Debit
1015;2007.09;2391;Debit
1016;2007.10;2385.9;Debit
1017;2007.11;2413.9;Debit
1018;2007.12;2432.6;Debit
1019;2008.01;2433.3;Debit
1020;2008.02;2436.3;Debit
1021;2008.03;2436.1;Debit
1022;2008.04;2446.2;Debit
1023;2008.05;2463.4;Debit
1024;2008.06;2441.8;Debit
1025;2008.07;2474.6;Debit
1026;2008.08;2502.1;Debit
1027;2008.09;2517.4;Debit
1028;2008.10;2549.7;Debit
1029;2008.11;2534.4;Debit
1030;2008.12;2529.5;Debit
1031;2009.01;2536.7;Debit
1032;2009.02;2557.9;Debit
1033;2009.03;2567.5;Debit
1034;2009.04;2584.5;Debit
1035;2009.05;2617.7;Debit
1036;2009.06;2598.7;Debit
1037;2009.07;2621;Debit
1038;2009.08;2648.8;Debit
1039;2009.09;2662.4;Debit
1040;2009.10;2645.4;Debit
1041;2009.11;2652.7;Debit
1042;2009.12;2684;Debit
1043;2010.01;2697.5;Debit
1044;2010.02;2703.9;Debit
1045;2010.03;2738;Debit
1046;2010.04;2698.4;Debit
1047;2010.05;2711.5;Debit
1048;2010.06;2737.5;Debit
1049;2010.07;2760;Debit
1050;2010.08;2773.9;Debit
1051;2010.09;2801.6;Debit
1052;2010.10;2844.2;Debit
1053;2010.11;2859.7;Debit
1054;2010.12;2863.8;Debit
1055;2011.01;2881.9;Debit
1056;2011.02;2889.4;Debit
1057;2011.03;2946.2;Debit
1058;2011.04;2970.8;Debit
1059;2011.05;2949.6;Debit
1060;2011.06;2967.7;Debit
1061;2011.07;2994.1;Debit
1062;2011.08;2981.7;Debit
1063;2011.09;2992.1;Debit
1064;2011.10;3017.4;Debit
1065;2011.11;3016;Debit
1066;2011.12;3012.6;Debit
1067;2012.01;3054.5;Debit
1068;2012.02;3059.6;Debit
1069;2012.03;3070;Debit
1070;2012.04;3092.7;Debit
1071;2012.05;3112.9;Debit
1072;2012.06;3116.6;Debit
1073;2012.07;3115;Debit
1074;2012.08;3140.5;Debit
1075;2012.09;3152.5;Debit
1076;2012.10;3140.3;Debit
1077;2012.11;3165.8;Debit
1078;2012.12;3175.9;Debit
1079;2013.01;3211.4;Debit
1080;2013.02;3219.5;Debit
1081;2013.03;3207.3;Debit
1082;2013.04;3227.3;Debit
1083;2013.05;3217.4;Debit
1084;2013.06;3256;Debit
1085;2013.07;3264.1;Debit
1086;2013.08;3277.5;Debit
1087;2013.09;3275;Debit
1088;2013.10;3296.8;Debit
1089;2013.11;3306.3;Debit
1090;2013.12;3334.4;Debit
1091;2014.01;3300.2;Debit
1092;2014.02;3345.5;Debit
1093;2014.03;3341.8;Debit
1094;2014.04;3343.4;Debit
1095;2014.05;3395.3;Debit
1096;2014.06;3370.7;Debit
1097;2014.07;3376;Debit
1098;2014.08;3386.9;Debit
1099;2014.09;3375.6;Debit
1100;2014.10;3397.7;Debit
1101;2014.11;3408.5;Debit
1102;2014.12;3405.1;Debit
1103;2015.01;3417.8;Debit
1104;2015.02;3424.4;Debit
1105;2015.03;3456.6;Debit
1106;2015.04;3419.4;Debit
1107;2015.05;3460.1;Debit
1108;2015.06;3451.2;Debit
1109;2015.07;3463.9;Debit
1110;2015.08;3470;Debit
1111;2015.09;3487.9;Debit
1112;2015.10;3466.8;Debit
1113;2015.11;3471.6;Debit
1114;2015.12;3510;Debit
1115;2016.01;3492.7;Debit
1116;2016.02;3505.7;Debit
1117;2016.03;3500.7;Debit
1118;2016.04;3548.6;Debit
1119;2016.05;3507;Debit
1120;2016.06;3540.2;Debit
1121;2016.07;3557.1;Debit
1122;2016.08;3471.8;Debit
1123;2016.09;3511.2;Debit
1124;2016.10;3522.1;Debit
1125;2016.11;3502.4;Debit
1126;2016.12;3487.4;Debit
1127;2017.01;3521.8;Debit
1128;2017.02;3502.6;Debit
1129;2017.03;3474.3;Debit
1130;2017.04;3500.8;Debit
1131;2017.05;3500.5;Debit
1132;2017.06;3477.4;Debit
1133;2017.07;3457;Debit
1134;2017.08;3467.4;Debit
1135;2017.09;3469;Debit
1136;2017.10;3479.4;Debit
1137;2017.11;3493.9;Debit
1138;2017.12;3481.2;Debit
1139;2018.01;3433;Debit
1140;2018.02;3415.7;Debit
1141;2018.03;3450.6;Debit
1142;2018.04;3407.3;Debit
1143;2018.05;3431.1;Debit
1144;2018.06;3439.3;Debit
1145;2018.07;3452.8;Debit
1146;2018.08;3452.3;Debit
1147;2018.09;3487.2;Debit
1148;2018.10;3441.1;Debit
1149;2018.11;3407.5;Debit
1150;2018.12;3403.5;Debit
1151;2019.01;3427.9;Debit
1152;2019.02;3427.4;Debit
1153;2019.03;3437.8;Debit
1154;2019.04;3439.1;Debit
1155;2019.05;3427.8;Debit
1156;2019.06;3430.8;Debit
1157;2019.07;3441.1;Debit
1158;2019.08;3484.2;Debit
1159;2019.09;3499.9;Debit
1160;2019.10;3484.7;Debit
1161;2019.11;3471.3;Debit
1162;2019.12;3462.5;Debit
1163;2020.01;3445.2;Debit
1164;2020.02;3502.8;Debit
1165;2020.03;3147.6;Debit
1166;2020.04;1175.4;Debit
1167;2020.05;2389.4;Debit
1168;2020.06;3094;Debit
1169;2020.07;3215.3;Debit
1170;2020.08;2895.1;Debit
1171;2020.09;3124.1;Debit
1172;2020.10;3114;Debit
1173;2020.11;3122.4;Debit
1174;2020.12;3096.8;Debit
1175;2021.01;3097.1;Debit
1176;2021.02;3013.4;Debit
1177;2021.03;3027.7;Debit
1178;2021.04;3084.1;Debit
1179;2021.05;3107.9;Debit
1180;2021.06;3136;Debit
1181;2021.07;3119;Debit
1182;2021.08;2262.9;Debit
1183;2021.09;2225.7;Debit
1184;2021.10;2461.1;Debit
1185;2021.11;2709.4;Debit
1186;2021.12;2776.4;Debit
1187;2022.01;2851.3;Debit
1188;2022.02;2690.9;Debit
1189;2022.03;2691.1;Debit
1190;2022.04;2806.5;Debit
1191;2022.05;2848.4;Debit
1192;2022.06;2839.8;Debit
1193;2022.07;2826.6;Debit
1194;2022.08;2916.7;Debit
1195;2022.09;2970.6;Debit
1196;2022.10;2960.3;Debit
1197;2022.11;2941.5;Debit
1198;2022.12;2843.9;Debit
1199;2002.08;;Credit
1200;2002.09;;Credit
1201;2002.10;1233.7;Credit
1202;2002.11;1244.8;Credit
1203;2002.12;1254.6;Credit
1204;2003.01;1261.9;Credit
1205;2003.02;1264.5;Credit
1206;2003.03;1263.2;Credit
1207;2003.04;1264.1;Credit
1208;2003.05;1270.7;Credit
1209;2003.06;1283.4;Credit
1210;2003.07;1298.7;Credit
1211;2003.08;1314.6;Credit
1212;2003.09;1331.8;Credit
1213;2003.10;1353;Credit
1214;2003.11;1377.7;Credit
1215;2003.12;1402.9;Credit
1216;2004.01;1424.7;Credit
1217;2004.02;1442.6;Credit
1218;2004.03;1457.9;Credit
1219;2004.04;1472.1;Credit
1220;2004.05;1485.4;Credit
1221;2004.06;1498;Credit
1222;2004.07;1509.8;Credit
1223;2004.08;1522.1;Credit
1224;2004.09;1535.5;Credit
1225;2004.10;1548.1;Credit
1226;2004.11;1560.4;Credit
1227;2004.12;1570.3;Credit
1228;2005.01;1579.9;Credit
1229;2005.02;1590.1;Credit
1230;2005.03;1602;Credit
1231;2005.04;1615.8;Credit
1232;2005.05;1630.2;Credit
1233;2005.06;1643.3;Credit
1234;2005.07;1656.1;Credit
1235;2005.08;1668.6;Credit
1236;2005.09;1679.4;Credit
1237;2005.10;1687.3;Credit
1238;2005.11;1694.5;Credit
1239;2005.12;1705.1;Credit
1240;2006.01;1720.8;Credit
1241;2006.02;1742.6;Credit
1242;2006.03;1767.6;Credit
1243;2006.04;1789;Credit
1244;2006.05;1806.2;Credit
1245;2006.06;1819.4;Credit
1246;2006.07;1829.8;Credit
1247;2006.08;1839;Credit
1248;2006.09;1849.2;Credit
1249;2006.10;1861.2;Credit
1250;2006.11;1872.9;Credit
1251;2006.12;1886.4;Credit
1252;2007.01;1900.3;Credit
1253;2007.02;1911.1;Credit
1254;2007.03;1920.1;Credit
1255;2007.04;1928.7;Credit
1256;2007.05;1937.6;Credit
1257;2007.06;1948.1;Credit
1258;2007.07;1959.7;Credit
1259;2007.08;1972.4;Credit
1260;2007.09;1987.5;Credit
1261;2007.10;2008;Credit
1262;2007.11;2029;Credit
1263;2007.12;2042;Credit
1264;2008.01;2046.5;Credit
1265;2008.02;2047.8;Credit
1266;2008.03;2050.6;Credit
1267;2008.04;2058.7;Credit
1268;2008.05;2068.1;Credit
1269;2008.06;2075.5;Credit
1270;2008.07;2079.4;Credit
1271;2008.08;2077.7;Credit
1272;2008.09;2066.2;Credit
1273;2008.10;2041.4;Credit
1274;2008.11;2011.8;Credit
1275;2008.12;1989.6;Credit
1276;2009.01;1980.7;Credit
1277;2009.02;1982.5;Credit
1278;2009.03;1985.4;Credit
1279;2009.04;1984.7;Credit
1280;2009.05;1984.9;Credit
1281;2009.06;1990.2;Credit
1282;2009.07;1999.2;Credit
1283;2009.08;2004.9;Credit
1284;2009.09;2007.2;Credit
1285;2009.10;2009.6;Credit
1286;2009.11;2014.4;Credit
1287;2009.12;2023.6;Credit
1288;2010.01;2031.5;Credit
1289;2010.02;2033.7;Credit
1290;2010.03;2033.3;Credit
1291;2010.04;2033.5;Credit
1292;2010.05;2035.1;Credit
1293;2010.06;2039.2;Credit
1294;2010.07;2046.3;Credit
1295;2010.08;2056.2;Credit
1296;2010.09;2066.1;Credit
1297;2010.10;2077.1;Credit
1298;2010.11;2088.2;Credit
1299;2010.12;2097.8;Credit
1300;2011.01;2108.8;Credit
1301;2011.02;2121.3;Credit
1302;2011.03;2131.8;Credit
1303;2011.04;2142.3;Credit
1304;2011.05;2151;Credit
1305;2011.06;2156.7;Credit
1306;2011.07;2162.4;Credit
1307;2011.08;2172.5;Credit
1308;2011.09;2187.5;Credit
1309;2011.10;2204.5;Credit
1310;2011.11;2218.5;Credit
1311;2011.12;2226.5;Credit
1312;2012.01;2226.4;Credit
1313;2012.02;2226.4;Credit
1314;2012.03;2231.3;Credit
1315;2012.04;2237.1;Credit
1316;2012.05;2242.6;Credit
1317;2012.06;2250.5;Credit
1318;2012.07;2261;Credit
1319;2012.08;2274.2;Credit
1320;2012.09;2288;Credit
1321;2012.10;2300.6;Credit
1322;2012.11;2312.1;Credit
1323;2012.12;2322.8;Credit
1324;2013.01;2337.5;Credit
1325;2013.02;2353.3;Credit
1326;2013.03;2369.9;Credit
1327;2013.04;2390.7;Credit
1328;2013.05;2416.1;Credit
1329;2013.06;2439.9;Credit
1330;2013.07;2458.7;Credit
1331;2013.08;2470.9;Credit
1332;2013.09;2482.2;Credit
1333;2013.10;2493.9;Credit
1334;2013.11;2510.2;Credit
1335;2013.12;2527.6;Credit
1336;2014.01;2539.2;Credit
1337;2014.02;2544.4;Credit
1338;2014.03;2549.6;Credit
1339;2014.04;2557.4;Credit
1340;2014.05;2569.7;Credit
1341;2014.06;2582.6;Credit
1342;2014.07;2594.9;Credit
1343;2014.08;2608.7;Credit
1344;2014.09;2627.1;Credit
1345;2014.10;2646.9;Credit
1346;2014.11;2660.4;Credit
1347;2014.12;2669.6;Credit
1348;2015.01;2680.2;Credit
1349;2015.02;2696.6;Credit
1350;2015.03;2720.3;Credit
1351;2015.04;2748.2;Credit
1352;2015.05;2778.7;Credit
1353;2015.06;2811.2;Credit
1354;2015.07;2843.2;Credit
1355;2015.08;2868.6;Credit
1356;2015.09;2888.1;Credit
1357;2015.10;2909;Credit
1358;2015.11;2931.8;Credit
1359;2015.12;2949.6;Credit
1360;2016.01;2961.3;Credit
1361;2016.02;2972;Credit
1362;2016.03;2989.3;Credit
1363;2016.04;3019;Credit
1364;2016.05;3053.4;Credit
1365;2016.06;3081.4;Credit
1366;2016.07;3103.7;Credit
1367;2016.08;3131.3;Credit
1368;2016.09;3173.9;Credit
1369;2016.10;3231.1;Credit
1370;2016.11;3304.8;Credit
1371;2016.12;3390;Credit
1372;2017.01;3478.4;Credit
1373;2017.02;3562.1;Credit
1374;2017.03;3626.8;Credit
1375;2017.04;3666.9;Credit
1376;2017.05;3689.6;Credit
1377;2017.06;3710.5;Credit
1378;2017.07;3737.8;Credit
1379;2017.08;3770;Credit
1380;2017.09;3805.2;Credit
1381;2017.10;3844;Credit
1382;2017.11;3889.1;Credit
1383;2017.12;3943.3;Credit
1384;2018.01;3994.4;Credit
1385;2018.02;4031.1;Credit
1386;2018.03;4049.4;Credit
1387;2018.04;4058.7;Credit
1388;2018.05;4069.4;Credit
1389;2018.06;4092.4;Credit
1390;2018.07;4130.7;Credit
1391;2018.08;4174.7;Credit
1392;2018.09;4206.3;Credit
1393;2018.10;4226.6;Credit
1394;2018.11;4242.4;Credit
1395;2018.12;4264.9;Credit
1396;2019.01;4297.7;Credit
1397;2019.02;4325.7;Credit
1398;2019.03;4335.1;Credit
1399;2019.04;4322.3;Credit
1400;2019.05;4305.3;Credit
1401;2019.06;4302;Credit
1402;2019.07;4309.6;Credit
1403;2019.08;4330.9;Credit
1404;2019.09;4361.8;Credit
1405;2019.10;4400.1;Credit
1406;2019.11;4444.6;Credit
1407;2019.12;4486.7;Credit
1408;2020.01;4529.7;Credit
1409;2020.02;4576.9;Credit
1410;2020.03;;Credit
1411;2020.04;;Credit
1412;2020.05;;Credit
1413;2020.06;;Credit
1414;2020.07;;Credit
1415;2020.08;;Credit
1416;2020.09;;Credit
1417;2020.10;;Credit
1418;2020.11;;Credit
1419;2020.12;;Credit
1420;2021.01;;Credit
1421;2021.02;;Credit
1422;2021.03;;Credit
1423;2021.04;;Credit
1424;2021.05;;Credit
1425;2021.06;;Credit
1426;2021.07;;Credit
1427;2021.08;;Credit
1428;2021.09;;Credit
1429;2021.10;;Credit
1430;2021.11;;Credit
1431;2021.12;;Credit
1432;2022.01;;Credit
1433;2022.02;;Credit
1434;2022.03;;Credit
1435;2022.04;;Credit
1436;2022.05;;Credit
1437;2022.06;;Credit
1438;2022.07;;Credit
1439;2022.08;;Credit
1440;2022.09;;Credit
1441;2022.10;;Credit
1442;2022.11;;Credit
1443;2022.12;;Credit
1444;2002.08;;Debit
1445;2002.09;;Debit
1446;2002.10;1591.7;Debit
1447;2002.11;1595.4;Debit
1448;2002.12;1599.6;Debit
1449;2003.01;1604;Debit
1450;2003.02;1609.7;Debit
1451;2003.03;1619;Debit
1452;2003.04;1632.3;Debit
1453;2003.05;1649;Debit
1454;2003.06;1666.7;Debit
1455;2003.07;1683.5;Debit
1456;2003.08;1697.4;Debit
1457;2003.09;1710.2;Debit
1458;2003.10;1723.6;Debit
1459;2003.11;1735.9;Debit
1460;2003.12;1746.7;Debit
1461;2004.01;1756.9;Debit
1462;2004.02;1767.9;Debit
1463;2004.03;1780.7;Debit
1464;2004.04;1794.4;Debit
1465;2004.05;1807.5;Debit
1466;2004.06;1818.9;Debit
1467;2004.07;1828.7;Debit
1468;2004.08;1838.3;Debit
1469;2004.09;1846.9;Debit
1470;2004.10;1855.4;Debit
1471;2004.11;1866.8;Debit
1472;2004.12;1881.4;Debit
1473;2005.01;1898.1;Debit
1474;2005.02;1913.1;Debit
1475;2005.03;1924.5;Debit
1476;2005.04;1934.8;Debit
1477;2005.05;1945.7;Debit
1478;2005.06;1959.5;Debit
1479;2005.07;1975.5;Debit
1480;2005.08;1992.7;Debit
1481;2005.09;2009.1;Debit
1482;2005.10;2023.8;Debit
1483;2005.11;2036;Debit
1484;2005.12;2045.1;Debit
1485;2006.01;2053.5;Debit
1486;2006.02;2064.6;Debit
1487;2006.03;2081;Debit
1488;2006.04;2101.4;Debit
1489;2006.05;2122.7;Debit
1490;2006.06;2139.8;Debit
1491;2006.07;2152.4;Debit
1492;2006.08;2163.6;Debit
1493;2006.09;2177.3;Debit
1494;2006.10;2194.6;Debit
1495;2006.11;2215.1;Debit
1496;2006.12;2236.6;Debit
1497;2007.01;2258.2;Debit
1498;2007.02;2278.5;Debit
1499;2007.03;2298;Debit
1500;2007.04;2315.2;Debit
1501;2007.05;2330.1;Debit
1502;2007.06;2344.1;Debit
1503;2007.07;2357.5;Debit
1504;2007.08;2369.5;Debit
1505;2007.09;2382.5;Debit
1506;2007.10;2397.2;Debit
1507;2007.11;2412.7;Debit
1508;2007.12;2425.3;Debit
1509;2008.01;2432.8;Debit
1510;2008.02;2437;Debit
1511;2008.03;2440.8;Debit
1512;2008.04;2447.4;Debit
1513;2008.05;2456.5;Debit
1514;2008.06;2468;Debit
1515;2008.07;2482.2;Debit
1516;2008.08;2498.7;Debit
1517;2008.09;2514.5;Debit
1518;2008.10;2525.3;Debit
1519;2008.11;2530.5;Debit
1520;2008.12;2534.4;Debit
1521;2009.01;2540.9;Debit
1522;2009.02;2553.8;Debit
1523;2009.03;2571;Debit
1524;2009.04;2587.1;Debit
1525;2009.05;2600;Debit
1526;2009.06;2613.4;Debit
1527;2009.07;2628;Debit
1528;2009.08;2640.1;Debit
1529;2009.09;2649;Debit
1530;2009.10;2656.1;Debit
1531;2009.11;2664.1;Debit
1532;2009.12;2677.8;Debit
1533;2010.01;2692.9;Debit
1534;2010.02;2701.7;Debit
1535;2010.03;2703.6;Debit
1536;2010.04;2706.7;Debit
1537;2010.05;2716.6;Debit
1538;2010.06;2732.9;Debit
1539;2010.07;2754.7;Debit
1540;2010.08;2780.8;Debit
1541;2010.09;2808;Debit
1542;2010.10;2834;Debit
1543;2010.11;2853.5;Debit
1544;2010.12;2867.8;Debit
1545;2011.01;2884.2;Debit
1546;2011.02;2906.1;Debit
1547;2011.03;2929.4;Debit
1548;2011.04;2949.2;Debit
1549;2011.05;2963.1;Debit
1550;2011.06;2971.7;Debit
1551;2011.07;2979.4;Debit
1552;2011.08;2990;Debit
1553;2011.09;2998.4;Debit
1554;2011.10;3005.6;Debit
1555;2011.11;3015.8;Debit
1556;2011.12;3028.5;Debit
1557;2012.01;3042.1;Debit
1558;2012.02;3058.7;Debit
1559;2012.03;3077;Debit
1560;2012.04;3092.5;Debit
1561;2012.05;3104.7;Debit
1562;2012.06;3116.6;Debit
1563;2012.07;3126.1;Debit
1564;2012.08;3134.6;Debit
1565;2012.09;3142.5;Debit
1566;2012.10;3151.9;Debit
1567;2012.11;3165.6;Debit
1568;2012.12;3182.9;Debit
1569;2013.01;3200.9;Debit
1570;2013.02;3212.1;Debit
1571;2013.03;3216.8;Debit
1572;2013.04;3221.6;Debit
1573;2013.05;3231.9;Debit
1574;2013.06;3247.1;Debit
1575;2013.07;3261.9;Debit
1576;2013.08;3273;Debit
1577;2013.09;3284.4;Debit
1578;2013.10;3295.6;Debit
1579;2013.11;3308.1;Debit
1580;2013.12;3319.6;Debit
1581;2014.01;3327.7;Debit
1582;2014.02;3334.4;Debit
1583;2014.03;3343.3;Debit
1584;2014.04;3353.7;Debit
1585;2014.05;3364.7;Debit
1586;2014.06;3372.3;Debit
1587;2014.07;3377.6;Debit
1588;2014.08;3381.3;Debit
1589;2014.09;3386.5;Debit
1590;2014.10;3394.3;Debit
1591;2014.11;3401.3;Debit
1592;2014.12;3410.7;Debit
1593;2015.01;3419.9;Debit
1594;2015.02;3428.2;Debit
1595;2015.03;3436.2;Debit
1596;2015.04;3442.6;Debit
1597;2015.05;3447.8;Debit
1598;2015.06;3455.4;Debit
1599;2015.07;3464.9;Debit
1600;2015.08;3471;Debit
1601;2015.09;3473.8;Debit
1602;2015.10;3478;Debit
1603;2015.11;3483.8;Debit
1604;2015.12;3489.9;Debit
1605;2016.01;3498.5;Debit
1606;2016.02;3506.9;Debit
1607;2016.03;3513.2;Debit
1608;2016.04;3521.8;Debit
1609;2016.05;3531.1;Debit
1610;2016.06;3534.7;Debit
1611;2016.07;3533.1;Debit
1612;2016.08;3528.1;Debit
1613;2016.09;3519.4;Debit
1614;2016.10;3509.4;Debit
1615;2016.11;3506.1;Debit
1616;2016.12;3504.5;Debit
1617;2017.01;3501.1;Debit
1618;2017.02;3498.4;Debit
1619;2017.03;3497;Debit
1620;2017.04;3493.2;Debit
1621;2017.05;3486.9;Debit
1622;2017.06;3478.7;Debit
1623;2017.07;3468.9;Debit
1624;2017.08;3465.1;Debit
1625;2017.09;3472.8;Debit
1626;2017.10;3482.6;Debit
1627;2017.11;3480.8;Debit
1628;2017.12;3467.8;Debit
1629;2018.01;3448.9;Debit
1630;2018.02;3431.9;Debit
1631;2018.03;3423.3;Debit
1632;2018.04;3424.4;Debit
1633;2018.05;3431;Debit
1634;2018.06;3439.2;Debit
1635;2018.07;3448.5;Debit
1636;2018.08;3453;Debit
1637;2018.09;3445.2;Debit
1638;2018.10;3431.6;Debit
1639;2018.11;3418.9;Debit
1640;2018.12;3414.1;Debit
1641;2019.01;3419;Debit
1642;2019.02;3428.4;Debit
1643;2019.03;3434.5;Debit
1644;2019.04;3433.1;Debit
1645;2019.05;3430.9;Debit
1646;2019.06;3437.3;Debit
1647;2019.07;3453.7;Debit
1648;2019.08;3474.1;Debit
1649;2019.09;3487.5;Debit
1650;2019.10;3487.5;Debit
1651;2019.11;3477;Debit
1652;2019.12;3463;Debit
1653;2020.01;3449;Debit
1654;2020.02;3430.2;Debit
1655;2020.03;;Debit
1656;2020.04;;Debit
1657;2020.05;;Debit
1658;2020.06;;Debit
1659;2020.07;;Debit
1660;2020.08;;Debit
1661;2020.09;;Debit
1662;2020.10;;Debit
1663;2020.11;;Debit
1664;2020.12;;Debit
1665;2021.01;;Debit
1666;2021.02;;Debit
1667;2021.03;;Debit
1668;2021.04;;Debit
1669;2021.05;;Debit
1670;2021.06;;Debit
1671;2021.07;;Debit
1672;2021.08;;Debit
1673;2021.09;;Debit
1674;2021.10;;Debit
1675;2021.11;;Debit
1676;2021.12;;Debit
1677;2022.01;;Debit
1678;2022.02;;Debit
1679;2022.03;;Debit
1680;2022.04;;Debit
1681;2022.05;;Debit
1682;2022.06;;Debit
1683;2022.07;;Debit
1684;2022.08;;Debit
1685;2022.09;;Debit
1686;2022.10;;Debit
1687;2022.11;;Debit
1688;2022.12;;Debit
1689;2000.01;;Services
1690;2000.02;;Services
1691;2000.03;;Services
1692;2000.04;;Services
1693;2000.05;;Services
1694;2000.06;;Services
1695;2000.07;;Services
1696;2000.08;;Services
1697;2000.09;;Services
1698;2000.10;;Services
1699;2000.11;;Services
1700;2000.12;;Services
1701;2001.01;;Services
1702;2001.02;;Services
1703;2001.03;;Services
1704;2001.04;;Services
1705;2001.05;;Services
1706;2001.06;;Services
1707;2001.07;;Services
1708;2001.08;;Services
1709;2001.09;;Services
1710;2001.10;;Services
1711;2001.11;;Services
1712;2001.12;;Services
1713;2002.01;;Services
1714;2002.02;;Services
1715;2002.03;;Services
1716;2002.04;;Services
1717;2002.05;;Services
1718;2002.06;;Services
1719;2002.07;;Services
1720;2002.08;;Services
1721;2002.09;;Services
1722;2002.10;74.8;Services
1723;2002.11;76.2;Services
1724;2002.12;83.6;Services
1725;2003.01;70.2;Services
1726;2003.02;68.8;Services
1727;2003.03;75.2;Services
1728;2003.04;72.1;Services
1729;2003.05;80.8;Services
1730;2003.06;71.8;Services
1731;2003.07;82.1;Services
1732;2003.08;79.7;Services
1733;2003.09;79.8;Services
1734;2003.10;84;Services
1735;2003.11;83.3;Services
