id;Period;Data_value;Series_title_2
1736;2003.12;97.7;Services
1737;2004.01;78.8;Services
1738;2004.02;79;Services
1739;2004.03;92.3;Services
1740;2004.04;88.6;Services
1741;2004.05;88.4;Services
1742;2004.06;88.9;Services
1743;2004.07;95.3;Services
1744;2004.08;89.8;Services
1745;2004.09;94.2;Services
1746;2004.10;92.5;Services
1747;2004.11;99.6;Services
1748;2004.12;113.6;Services
1749;2005.01;84.9;Services
1750;2005.02;92.8;Services
1751;2005.03;100.9;Services
1752;2005.04;101.3;Services
1753;2005.05;101.3;Services
1754;2005.06;100.4;Services
1755;2005.07;103.5;Services
1756;2005.08;105.6;Services
1757;2005.09;106.6;Services
1758;2005.10;102.3;Services
1759;2005.11;112;Services
1760;2005.12;122.7;Services
1761;2006.01;95.7;Services
1762;2006.02;100.5;Services
1763;2006.03;117.5;Services
1764;2006.04;100;Services
1765;2006.05;115.8;Services
1766;2006.06;112;Services
1767;2006.07;113.1;Services
1768;2006.08;119.4;Services
1769;2006.09;116.3;Services
1770;2006.10;116.3;Services
1771;2006.11;126.6;Services
1772;2006.12;135.4;Services
1773;2007.01;111.4;Services
1774;2007.02;113.6;Services
1775;2007.03;132.5;Services
1776;2007.04;113;Services
1777;2007.05;133.5;Services
1778;2007.06;122.9;Services
1779;2007.07;127.7;Services
1780;2007.08;135.5;Services
1781;2007.09;124.9;Services
1782;2007.10;133.1;Services
1783;2007.11;140.6;Services
1784;2007.12;146.5;Services
1785;2008.01;124.9;Services
1786;2008.02;131.5;Services
1787;2008.03;129.3;Services
1788;2008.04;135.3;Services
1789;2008.05;142.5;Services
1790;2008.06;127.3;Services
1791;2008.07;142.7;Services
1792;2008.08;137.4;Services
1793;2008.09;139;Services
1794;2008.10;144.7;Services
1795;2008.11;139.1;Services
1796;2008.12;160.5;Services
1797;2009.01;129.3;Services
1798;2009.02;129.4;Services
1799;2009.03;144.3;Services
1800;2009.04;139.1;Services
1801;2009.05;143.3;Services
1802;2009.06;138.5;Services
1803;2009.07;152.1;Services
1804;2009.08;141.4;Services
1805;2009.09;146.6;Services
1806;2009.10;151;Services
1807;2009.11;148.5;Services
1808;2009.12;172.5;Services
1809;2010.01;132.2;Services
1810;2010.02;137.4;Services
1811;2010.03;159.4;Services
1812;2010.04;144.2;Services
1813;2010.05;145.1;Services
1814;2010.06;147.1;Services
1815;2010.07;156.8;Services
1816;2010.08;149.9;Services
1817;2010.09;155.3;Services
1818;2010.10;152.8;Services
1819;2010.11;163.5;Services
1820;2010.12;183.9;Services
1821;2011.01;136.1;Services
1822;2011.02;145.6;Services
1823;2011.03;166.6;Services
1824;2011.04;150.6;Services
1825;2011.05;159.1;Services
1826;2011.06;157.4;Services
1827;2011.07;161;Services
1828;2011.08;164.4;Services
1829;2011.09;165.4;Services
1830;2011.10;161.2;Services
1831;2011.11;175.5;Services
1832;2011.12;191.4;Services
1833;2012.01;148.6;Services
1834;2012.02;162;Services
1835;2012.03;178.3;Services
1836;2012.04;153.1;Services
1837;2012.05;178.4;Services
1838;2012.06;166.7;Services
1839;2012.07;171.6;Services
1840;2012.08;180.2;Services
1841;2012.09;168.1;Services
1842;2012.10;179.4;Services
1843;2012.11;190.4;Services
1844;2012.12;195;Services
1845;2013.01;166.7;Services
1846;2013.02;166;Services
1847;2013.03;180.8;Services
1848;2013.04;174.3;Services
1849;2013.05;194.2;Services
1850;2013.06;171.2;Services
1851;2013.07;190.9;Services
1852;2013.08;193;Services
1853;2013.09;183.3;Services
1854;2013.10;211.5;Services
1855;2013.11;215.4;Services
1856;2013.12;227.8;Services
1857;2014.01;193.8;Services
1858;2014.02;191.3;Services
1859;2014.03;211.5;Services
1860;2014.04;196.4;Services
1861;2014.05;223.9;Services
1862;2014.06;199.6;Services
1863;2014.07;219.8;Services
1864;2014.08;208.4;Services
1865;2014.09;209.4;Services
1866;2014.10;221.8;Services
1867;2014.11;221.8;Services
1868;2014.12;250.5;Services
1869;2015.01;204.9;Services
1870;2015.02;204.1;Services
1871;2015.03;231.3;Services
1872;2015.04;209.2;Services
1873;2015.05;227.2;Services
1874;2015.06;222;Services
1875;2015.07;252.6;Services
1876;2015.08;226.4;Services
1877;2015.09;233.7;Services
1878;2015.10;239;Services
1879;2015.11;234.6;Services
1880;2015.12;268.4;Services
1881;2016.01;214.2;Services
1882;2016.02;223.6;Services
1883;2016.03;245.8;Services
1884;2016.04;240.7;Services
1885;2016.05;243.6;Services
1886;2016.06;240;Services
1887;2016.07;253.7;Services
1888;2016.08;250;Services
1889;2016.09;250.7;Services
1890;2016.10;245;Services
1891;2016.11;260.1;Services
1892;2016.12;285.9;Services
1893;2017.01;229.2;Services
1894;2017.02;241.1;Services
1895;2017.03;283.7;Services
1896;2017.04;237.5;Services
1897;2017.05;277.6;Services
1898;2017.06;267.9;Services
1899;2017.07;274.7;Services
1900;2017.08;286.3;Services
1901;2017.09;274.1;Services
1902;2017.10;275.4;Services
1903;2017.11;296.8;Services
1904;2017.12;307.5;Services
1905;2018.01;254.9;Services
1906;2018.02;257.8;Services
1907;2018.03;294.2;Services
1908;2018.04;265.1;Services
1909;2018.05;299;Services
1910;2018.06;280.6;Services
1911;2018.07;297.1;Services
1912;2018.08;304.1;Services
1913;2018.09;282.7;Services
1914;2018.10;303.2;Services
1915;2018.11;318;Services
1916;2018.12;319.5;Services
1917;2019.01;275.9;Services
1918;2019.02;274.2;Services
1919;2019.03;306.2;Services
1920;2019.04;277.1;Services
1921;2019.05;319.8;Services
1922;2019.06;282.3;Services
1923;2019.07;319.7;Services
1924;2019.08;316.5;Services
1925;2019.09;297.3;Services
1926;2019.10;323;Services
1927;2019.11;333.3;Services
1928;2019.12;339.9;Services
1929;2020.01;290.2;Services
1930;2020.02;290.2;Services
1931;2020.03;240.7;Services
1932;2020.04;35.6;Services
1933;2020.05;260.9;Services
1934;2020.06;312.5;Services
1935;2020.07;344.7;Services
1936;2020.08;264.5;Services
1937;2020.09;326.4;Services
1938;2020.10;330.2;Services
1939;2020.11;325.4;Services
1940;2020.12;368.4;Services
1941;2021.01;285.8;Services
1942;2021.02;281.7;Services
1943;2021.03;329;Services
1944;2021.04;302.9;Services
1945;2021.05;331.3;Services
1946;2021.06;336.3;Services
1947;2021.07;363.7;Services
1948;2021.08;197.3;Services
1949;2021.09;226.2;Services
1950;2021.10;248.1;Services
1951;2021.11;294.7;Services
1952;2021.12;377.5;Services
1953;2022.01;283.4;Services
1954;2022.02;284.7;Services
1955;2022.03;308.3;Services
1956;2022.04;297.5;Services
1957;2022.05;334.8;Services
1958;2022.06;326.5;Services
1959;2022.07;346.5;Services
1960;2022.08;351;Services
1961;2022.09;349.1;Services
1962;2022.10;348.5;Services
1963;2022.11;372.7;Services
1964;2022.12;392.2;Services
1965;2002.10;73.8;Services
1966;2002.11;72.6;Services
1967;2002.12;75;Services
1968;2003.01;75;Services
1969;2003.02;75;Services
1970;2003.03;75;Services
1971;2003.04;75;Services
1972;2003.05;77.4;Services
1973;2003.06;77;Services
1974;2003.07;79.1;Services
1975;2003.08;80.6;Services
1976;2003.09;80.5;Services
1977;2003.10;81.4;Services
1978;2003.11;83.6;Services
1979;2003.12;84.8;Services
1980;2004.01;85.3;Services
1981;2004.02;85.7;Services
1982;2004.03;87.8;Services
1983;2004.04;90.6;Services
1984;2004.05;89.5;Services
1985;2004.06;91.6;Services
1986;2004.07;91.6;Services
1987;2004.08;91.5;Services
1988;2004.09;94.2;Services
1989;2004.10;94.2;Services
1990;2004.11;95.5;Services
1991;2004.12;96.5;Services
1992;2005.01;97.1;Services
1993;2005.02;101;Services
1994;2005.03;95.4;Services
1995;2005.04;105.3;Services
1996;2005.05;101.6;Services
1997;2005.06;103.2;Services
1998;2005.07;103.2;Services
1999;2005.08;103.9;Services
2000;2005.09;104.9;Services
2001;2005.10;106.1;Services
2002;2005.11;106.8;Services
2003;2005.12;105.7;Services
2004;2006.01;108.2;Services
2005;2006.02;109.3;Services
2006;2006.03;109.3;Services
2007;2006.04;109.6;Services
2008;2006.05;112.3;Services
2009;2006.06;113.6;Services
2010;2006.07;115.1;Services
2011;2006.08;116.6;Services
2012;2006.09;116.1;Services
2013;2006.10;118.8;Services
2014;2006.11;120.3;Services
2015;2006.12;121.1;Services
2016;2007.01;121.6;Services
2017;2007.02;123.4;Services
2018;2007.03;124.9;Services
2019;2007.04;122.9;Services
2020;2007.05;128.7;Services
2021;2007.06;126.7;Services
2022;2007.07;128.7;Services
2023;2007.08;130.2;Services
2024;2007.09;131.1;Services
2025;2007.10;131.2;Services
2026;2007.11;131.6;Services
2027;2007.12;133.6;Services
2028;2008.01;135.6;Services
2029;2008.02;134.9;Services
2030;2008.03;128.9;Services
2031;2008.04;141.8;Services
2032;2008.05;137;Services
2033;2008.06;137;Services
2034;2008.07;138.2;Services
2035;2008.08;138.7;Services
2036;2008.09;139.5;Services
2037;2008.10;139.2;Services
2038;2008.11;139;Services
2039;2008.12;139.5;Services
2040;2009.01;139.8;Services
2041;2009.02;140.4;Services
2042;2009.03;142.3;Services
2043;2009.04;145.7;Services
2044;2009.05;143;Services
2045;2009.06;143.9;Services
2046;2009.07;145.1;Services
2047;2009.08;145.8;Services
2048;2009.09;146.4;Services
2049;2009.10;146.9;Services
2050;2009.11;146.8;Services
2051;2009.12;148.9;Services
2052;2010.01;148.2;Services
2053;2010.02;149;Services
2054;2010.03;151.9;Services
2055;2010.04;149.2;Services
2056;2010.05;147.6;Services
2057;2010.06;152;Services
2058;2010.07;151.7;Services
2059;2010.08;153.1;Services
2060;2010.09;154.6;Services
2061;2010.10;153.9;Services
2062;2010.11;155.6;Services
2063;2010.12;156.2;Services
2064;2011.01;155.4;Services
2065;2011.02;157.7;Services
2066;2011.03;157.8;Services
2067;2011.04;159;Services
2068;2011.05;159.6;Services
2069;2011.06;161.8;Services
2070;2011.07;161.7;Services
2071;2011.08;162.5;Services
2072;2011.09;162.6;Services
2073;2011.10;165.7;Services
2074;2011.11;165.7;Services
2075;2011.12;164.7;Services
2076;2012.01;167.5;Services
2077;2012.02;168.5;Services
2078;2012.03;168.1;Services
2079;2012.04;169.6;Services
2080;2012.05;171.5;Services
2081;2012.06;171.2;Services
2082;2012.07;173.3;Services
2083;2012.08;174.4;Services
2084;2012.09;177.2;Services
2085;2012.10;176;Services
2086;2012.11;176.1;Services
2087;2012.12;177.8;Services
2088;2013.01;179.9;Services
2089;2013.02;180.1;Services
2090;2013.03;176.6;Services
2091;2013.04;187.3;Services
2092;2013.05;183.5;Services
2093;2013.06;184.9;Services
2094;2013.07;185.1;Services
2095;2013.08;189.3;Services
2096;2013.09;191.8;Services
2097;2013.10;206.3;Services
2098;2013.11;202.4;Services
2099;2013.12;205.8;Services
2100;2014.01;205.5;Services
2101;2014.02;208;Services
2102;2014.03;210.6;Services
2103;2014.04;210.7;Services
2104;2014.05;214.2;Services
2105;2014.06;213.5;Services
2106;2014.07;210.2;Services
2107;2014.08;211.5;Services
2108;2014.09;211.8;Services
2109;2014.10;212.8;Services
2110;2014.11;220.1;Services
2111;2014.12;219.5;Services
2112;2015.01;219.8;Services
2113;2015.02;222.3;Services
2114;2015.03;227.7;Services
2115;2015.04;223.8;Services
2116;2015.05;225.5;Services
2117;2015.06;229.3;Services
2118;2015.07;236.1;Services
2119;2015.08;233.8;Services
2120;2015.09;235.2;Services
2121;2015.10;231.9;Services
2122;2015.11;231.2;Services
2123;2015.12;234.7;Services
2124;2016.01;238.9;Services
2125;2016.02;235.4;Services
2126;2016.03;232.6;Services
2127;2016.04;257.7;Services
2128;2016.05;243.8;Services
2129;2016.06;245.8;Services
2130;2016.07;247.7;Services
2131;2016.08;245.5;Services
2132;2016.09;247.2;Services
2133;2016.10;250.9;Services
2134;2016.11;246.8;Services
2135;2016.12;250.3;Services
2136;2017.01;258.2;Services
2137;2017.02;263.5;Services
2138;2017.03;265.2;Services
2139;2017.04;267.8;Services
2140;2017.05;268.3;Services
2141;2017.06;270;Services
2142;2017.07;272.6;Services
2143;2017.08;278.7;Services
2144;2017.09;273.5;Services
2145;2017.10;278;Services
2146;2017.11;280.6;Services
2147;2017.12;280;Services
2148;2018.01;278.2;Services
2149;2018.02;282.4;Services
2150;2018.03;279.8;Services
2151;2018.04;296.3;Services
2152;2018.05;287;Services
2153;2018.06;286.6;Services
2154;2018.07;291;Services
2155;2018.08;290.8;Services
2156;2018.09;296.5;Services
2157;2018.10;294.8;Services
2158;2018.11;295.7;Services
2159;2018.12;297;Services
2160;2019.01;300.1;Services
2161;2019.02;301.1;Services
2162;2019.03;303.7;Services
2163;2019.04;299.2;Services
2164;2019.05;301.7;Services
2165;2019.06;303;Services
2166;2019.07;302.2;Services
2167;2019.08;306.3;Services
2168;2019.09;308.5;Services
2169;2019.10;311.8;Services
2170;2019.11;314;Services
2171;2019.12;312.1;Services
2172;2020.01;311.6;Services
2173;2020.02;310.9;Services
2174;2020.03;241.5;Services
2175;2020.04;38.1;Services
2176;2020.05;258.3;Services
2177;2020.06;320.1;Services
2178;2020.07;318.4;Services
2179;2020.08;271;Services
2180;2020.09;325.6;Services
2181;2020.10;317.6;Services
2182;2020.11;319.3;Services
2183;2020.12;324.4;Services
2184;2021.01;322.9;Services
2185;2021.02;310.8;Services
2186;2021.03;319.7;Services
2187;2021.04;319.7;Services
2188;2021.05;334.3;Services
2189;2021.06;341.9;Services
2190;2021.07;339.8;Services
2191;2021.08;199.8;Services
2192;2021.09;225;Services
2193;2021.10;247.6;Services
2194;2021.11;279.1;Services
2195;2021.12;327.2;Services
2196;2022.01;326.8;Services
2197;2022.02;314.4;Services
2198;2022.03;298.1;Services
2199;2022.04;318.8;Services
2200;2022.05;333.6;Services
2201;2022.06;330.2;Services
2202;2022.07;335.5;Services
2203;2022.08;343.4;Services
2204;2022.09;342.5;Services
2205;2022.10;354.7;Services
2206;2022.11;351.4;Services
2207;2022.12;344.3;Services
2208;2002.10;73.7;Services
2209;2002.11;74;Services
2210;2002.12;74.3;Services
2211;2003.01;74.7;Services
2212;2003.02;75;Services
2213;2003.03;75.3;Services
2214;2003.04;75.9;Services
2215;2003.05;76.7;Services
2216;2003.06;77.6;Services
2217;2003.07;78.7;Services
2218;2003.08;79.9;Services
2219;2003.09;81;Services
2220;2003.10;82;Services
2221;2003.11;83.1;Services
2222;2003.12;84.2;Services
2223;2004.01;85.4;Services
2224;2004.02;86.7;Services
2225;2004.03;87.9;Services
2226;2004.04;89.1;Services
2227;2004.05;90.1;Services
2228;2004.06;91;Services
2229;2004.07;91.8;Services
2230;2004.08;92.6;Services
2231;2004.09;93.4;Services
2232;2004.10;94.4;Services
2233;2004.11;95.4;Services
2234;2004.12;96.4;Services
2235;2005.01;97.6;Services
2236;2005.02;98.7;Services
2237;2005.03;99.8;Services
2238;2005.04;100.9;Services
2239;2005.05;101.8;Services
2240;2005.06;102.7;Services
2241;2005.07;103.5;Services
2242;2005.08;104.2;Services
2243;2005.09;104.9;Services
2244;2005.10;105.6;Services
2245;2005.11;106.3;Services
2246;2005.12;107;Services
2247;2006.01;107.7;Services
2248;2006.02;108.5;Services
2249;2006.03;109.5;Services
2250;2006.04;110.7;Services
2251;2006.05;112;Services
2252;2006.06;113.3;Services
2253;2006.07;114.7;Services
2254;2006.08;116.1;Services
2255;2006.09;117.4;Services
2256;2006.10;118.6;Services
2257;2006.11;119.8;Services
2258;2006.12;121;Services
2259;2007.01;122.3;Services
2260;2007.02;123.4;Services
2261;2007.03;124.5;Services
2262;2007.04;125.5;Services
2263;2007.05;126.6;Services
2264;2007.06;127.7;Services
2265;2007.07;128.7;Services
2266;2007.08;129.6;Services
2267;2007.09;130.6;Services
2268;2007.10;131.6;Services
2269;2007.11;132.6;Services
2270;2007.12;133.5;Services
2271;2008.01;134.4;Services
2272;2008.02;135.2;Services
2273;2008.03;135.9;Services
2274;2008.04;136.4;Services
2275;2008.05;136.9;Services
2276;2008.06;137.5;Services
2277;2008.07;138.1;Services
2278;2008.08;138.6;Services
2279;2008.09;138.9;Services
2280;2008.10;139.1;Services
2281;2008.11;139.3;Services
2282;2008.12;139.7;Services
2283;2009.01;140.2;Services
2284;2009.02;141;Services
2285;2009.03;142;Services
2286;2009.04;142.9;Services
2287;2009.05;143.7;Services
2288;2009.06;144.4;Services
2289;2009.07;145;Services
2290;2009.08;145.6;Services
2291;2009.09;146.3;Services
2292;2009.10;146.9;Services
2293;2009.11;147.5;Services
2294;2009.12;148;Services
2295;2010.01;148.4;Services
2296;2010.02;148.8;Services
2297;2010.03;149.2;Services
2298;2010.04;149.8;Services
2299;2010.05;150.4;Services
2300;2010.06;151.3;Services
2301;2010.07;152.2;Services
2302;2010.08;153.1;Services
2303;2010.09;153.9;Services
2304;2010.10;154.6;Services
2305;2010.11;155.2;Services
2306;2010.12;155.8;Services
2307;2011.01;156.4;Services
2308;2011.02;157.2;Services
2309;2011.03;158.1;Services
2310;2011.04;159;Services
2311;2011.05;159.9;Services
2312;2011.06;160.9;Services
2313;2011.07;161.8;Services
2314;2011.08;162.7;Services
2315;2011.09;163.6;Services
2316;2011.10;164.4;Services
2317;2011.11;165.3;Services
2318;2011.12;166.1;Services
2319;2012.01;167;Services
2320;2012.02;167.9;Services
2321;2012.03;168.7;Services
2322;2012.04;169.7;Services
2323;2012.05;170.9;Services
2324;2012.06;172.1;Services
2325;2012.07;173.3;Services
2326;2012.08;174.5;Services
2327;2012.09;175.5;Services
2328;2012.10;176.4;Services
2329;2012.11;177.2;Services
2330;2012.12;178;Services
2331;2013.01;178.9;Services
2332;2013.02;179.9;Services
2333;2013.03;180.9;Services
2334;2013.04;181.9;Services
2335;2013.05;183;Services
2336;2013.06;184.4;Services
2337;2013.07;186.6;Services
2338;2013.08;189.7;Services
2339;2013.09;193.3;Services
2340;2013.10;197.3;Services
2341;2013.11;201;Services
2342;2013.12;204.2;Services
2343;2014.01;206.8;Services
2344;2014.02;208.8;Services
2345;2014.03;210.4;Services
2346;2014.04;211.4;Services
2347;2014.05;212;Services
2348;2014.06;212;Services
2349;2014.07;211.9;Services
2350;2014.08;212.2;Services
2351;2014.09;213.1;Services
2352;2014.10;214.7;Services
2353;2014.11;216.8;Services
2354;2014.12;219.1;Services
2355;2015.01;220.9;Services
2356;2015.02;222.4;Services
2357;2015.03;223.8;Services
2358;2015.04;225.7;Services
2359;2015.05;227.9;Services
2360;2015.06;230.3;Services
2361;2015.07;232.1;Services
2362;2015.08;233.2;Services
2363;2015.09;233.7;Services
2364;2015.10;233.8;Services
2365;2015.11;233.9;Services
2366;2015.12;234.5;Services
2367;2016.01;235.9;Services
2368;2016.02;237.8;Services
2369;2016.03;240;Services
2370;2016.04;242;Services
2371;2016.05;243.8;Services
2372;2016.06;245.3;Services
2373;2016.07;246.3;Services
2374;2016.08;246.8;Services
2375;2016.09;247.2;Services
2376;2016.10;248.3;Services
2377;2016.11;250.3;Services
2378;2016.12;253.3;Services
2379;2017.01;257.1;Services
2380;2017.02;260.9;Services
2381;2017.03;264.4;Services
2382;2017.04;267.3;Services
2383;2017.05;269.5;Services
2384;2017.06;271.3;Services
2385;2017.07;273.1;Services
2386;2017.08;274.9;Services
2387;2017.09;276.6;Services
2388;2017.10;277.9;Services
2389;2017.11;278.8;Services
2390;2017.12;279.4;Services
2391;2018.01;280.1;Services
2392;2018.02;281.1;Services
2393;2018.03;282.3;Services
2394;2018.04;283.9;Services
2395;2018.05;285.9;Services
2396;2018.06;288.2;Services
2397;2018.07;290.3;Services
2398;2018.08;292.1;Services
2399;2018.09;293.7;Services
2400;2018.10;295.3;Services
2401;2018.11;296.8;Services
2402;2018.12;298.2;Services
2403;2019.01;299.4;Services
2404;2019.02;300.4;Services
2405;2019.03;301.1;Services
2406;2019.04;301.5;Services
2407;2019.05;301.8;Services
2408;2019.06;302.6;Services
2409;2019.07;304.1;Services
2410;2019.08;306.4;Services
2411;2019.09;308.7;Services
2412;2019.10;310.5;Services
2413;2019.11;311.6;Services
2414;2019.12;312.2;Services
2415;2020.01;312.6;Services
2416;2020.02;313.2;Services
2417;2020.03;;Services
2418;2020.04;;Services
2419;2020.05;;Services
2420;2020.06;;Services
2421;2020.07;;Services
2422;2020.08;;Services
2423;2020.09;;Services
2424;2020.10;;Services
2425;2020.11;;Services
2426;2020.12;;Services
2427;2021.01;;Services
2428;2021.02;;Services
2429;2021.03;;Services
2430;2021.04;;Services
2431;2021.05;;Services
2432;2021.06;;Services
2433;2021.07;;Services
2434;2021.08;;Services
2435;2021.09;;Services
2436;2021.10;;Services
2437;2021.11;;Services
2438;2021.12;;Services
2439;2022.01;;Services
2440;2022.02;;Services
2441;2022.03;;Services
2442;2022.04;;Services
2443;2022.05;;Services
2444;2022.06;;Services
2445;2022.07;;Services
2446;2022.08;;Services
2447;2022.09;;Services
2448;2022.10;;Services
2449;2022.11;;Services
2450;2022.12;;Services
2451;2000.01;;Credit
2452;2000.02;;Credit
2453;2000.03;;Credit
2454;2000.04;;Credit
2455;2000.05;;Credit
2456;2000.06;;Credit
2457;2000.07;;Credit
2458;2000.08;;Credit
2459;2000.09;;Credit
2460;2000.10;;Credit
2461;2000.11;;Credit
2462;2000.12;;Credit
2463;2001.01;;Credit
2464;2001.02;;Credit
2465;2001.03;;Credit
2466;2001.04;;Credit
2467;2001.05;;Credit
2468;2001.06;;Credit
2469;2001.07;;Credit
2470;2001.08;;Credit
2471;2001.09;;Credit
2472;2001.10;;Credit
2473;2001.11;;Credit
2474;2001.12;;Credit
2475;2002.01;;Credit
2476;2002.02;;Credit
2477;2002.03;;Credit
2478;2002.04;;Credit
2479;2002.05;;Credit
2480;2002.06;;Credit
2481;2002.07;;Credit
2482;2002.08;;Credit
2483;2002.09;;Credit
2484;2002.10;12942780;Credit
2485;2002.11;13742375;Credit
2486;2002.12;17109398;Credit
2487;2003.01;13831406;Credit
2488;2003.02;12944036;Credit
2489;2003.03;13860031;Credit
2490;2003.04;13219232;Credit
2491;2003.05;13209831;Credit
2492;2003.06;12357122;Credit
2493;2003.07;13487976;Credit
2494;2003.08;13491312;Credit
2495;2003.09;13408369;Credit
2496;2003.10;14439943;Credit
2497;2003.11;15430654;Credit
2498;2003.12;19330605;Credit
2499;2004.01;15823903;Credit
2500;2004.02;14995620;Credit
2501;2004.03;15970073;Credit
2502;2004.04;15347784;Credit
2503;2004.05;15098308;Credit
2504;2004.06;14406601;Credit
2505;2004.07;15638253;Credit
2506;2004.08;15249711;Credit
2507;2004.09;15386406;Credit
2508;2004.10;16224037;Credit
2509;2004.11;17252987;Credit
2510;2004.12;20757082;Credit
2511;2005.01;17005757;Credit
2512;2005.02;16146986;Credit
2513;2005.03;17276621;Credit
2514;2005.04;16548919;Credit
2515;2005.05;16193717;Credit
2516;2005.06;15685785;Credit
2517;2005.07;16745457;Credit
2518;2005.08;16570645;Credit
2519;2005.09;16591871;Credit
2520;2005.10;17612660;Credit
2521;2005.11;18458065;Credit
2522;2005.12;22134805;Credit
2523;2006.01;18274521;Credit
2524;2006.02;17345060;Credit
2525;2006.03;18806699;Credit
2526;2006.04;17517668;Credit
2527;2006.05;17669549;Credit
2528;2006.06;16997504;Credit
2529;2006.07;17829244;Credit
2530;2006.08;17711578;Credit
2531;2006.09;17820275;Credit
2532;2006.10;18805575;Credit
2533;2006.11;19624708;Credit
2534;2006.12;23671499;Credit
2535;2007.01;19545850;Credit
2536;2007.02;18557377;Credit
2537;2007.03;20162509;Credit
2538;2007.04;18587246;Credit
2539;2007.05;18748426;Credit
2540;2007.06;18141396;Credit
2541;2007.07;18798164;Credit
2542;2007.08;18966609;Credit
2543;2007.09;18793722;Credit
2544;2007.10;19862271;Credit
2545;2007.11;21251436;Credit
2546;2007.12;24922367;Credit
2547;2008.01;20834418;Credit
2548;2008.02;20290604;Credit
2549;2008.03;20854877;Credit
2550;2008.04;19679892;Credit
2551;2008.05;20042098;Credit
2552;2008.06;18499502;Credit
2553;2008.07;19533237;Credit
2554;2008.08;19636111;Credit
2555;2008.09;19609346;Credit
2556;2008.10;20784626;Credit
2557;2008.11;21035482;Credit
2558;2008.12;24895334;Credit
2559;2009.01;20774136;Credit
2560;2009.02;19454665;Credit
2561;2009.03;21071936;Credit
2562;2009.04;19837729;Credit
2563;2009.05;20146649;Credit
2564;2009.06;18858982;Credit
2565;2009.07;20141973;Credit
2566;2009.08;19986336;Credit
2567;2009.09;20010989;Credit
2568;2009.10;21143820;Credit
2569;2009.11;21711165;Credit
2570;2009.12;25955332;Credit
2571;2010.01;21488765;Credit
2572;2010.02;20106337;Credit
2573;2010.03;22027224;Credit
2574;2010.04;20309391;Credit
2575;2010.05;20429149;Credit
2576;2010.06;19417528;Credit
2577;2010.07;20632337;Credit
2578;2010.08;20160510;Credit
2579;2010.09;20225247;Credit
2580;2010.10;21530230;Credit
2581;2010.11;22537248;Credit
2582;2010.12;26732727;Credit
2583;2011.01;22110790;Credit
2584;2011.02;20696721;Credit
2585;2011.03;22181010;Credit
2586;2011.04;21174530;Credit
2587;2011.05;20968434;Credit
2588;2011.06;20103215;Credit
2589;2011.07;21432251;Credit
2590;2011.08;21150558;Credit
2591;2011.09;21562649;Credit
2592;2011.10;23173979;Credit
2593;2011.11;23707881;Credit
2594;2011.12;28049355;Credit
2595;2012.01;23342708;Credit
2596;2012.02;22472769;Credit
2597;2012.03;23937283;Credit
2598;2012.04;22181559;Credit
2599;2012.05;22745705;Credit
2600;2012.06;21749293;Credit
2601;2012.07;22502434;Credit
2602;2012.08;23047543;Credit
2603;2012.09;22807795;Credit
2604;2012.10;24376246;Credit
2605;2012.11;25343856;Credit
2606;2012.12;29592596;Credit
2607;2013.01;25378048;Credit
2608;2013.02;23545253;Credit
2609;2013.03;25731091;Credit
2610;2013.04;24669656;Credit
2611;2013.05;25223399;Credit
2612;2013.06;23918677;Credit
2613;2013.07;25454944;Credit
2614;2013.08;25690110;Credit
2615;2013.09;24997508;Credit
2616;2013.10;27354121;Credit
2617;2013.11;28751075;Credit
2618;2013.12;33338557;Credit
2619;2014.01;28506199;Credit
2620;2014.02;26667097;Credit
2621;2014.03;28932631;Credit
2622;2014.04;27173538;Credit
2623;2014.05;28218440;Credit
2624;2014.06;26339572;Credit
2625;2014.07;28166140;Credit
2626;2014.08;28544120;Credit
2627;2014.09;28144266;Credit
2628;2014.10;30891559;Credit
2629;2014.11;31924545;Credit
2630;2014.12;37287685;Credit
2631;2015.01;32434072;Credit
2632;2015.02;30500763;Credit
2633;2015.03;33627039;Credit
2634;2015.04;31425030;Credit
2635;2015.05;32733891;Credit
2636;2015.06;31121096;Credit
2637;2015.07;33128870;Credit
2638;2015.08;33140386;Credit
2639;2015.09;33654291;Credit
2640;2015.10;36707995;Credit
2641;2015.11;37838615;Credit
2642;2015.12;44090056;Credit
2643;2016.01;38717785;Credit
2644;2016.02;37257362;Credit
2645;2016.03;40466743;Credit
2646;2016.04;39353431;Credit
2647;2016.05;39726634;Credit
2648;2016.06;38752175;Credit
2649;2016.07;41543336;Credit
2650;2016.08;41231038;Credit
2651;2016.09;41867426;Credit
2652;2016.10;44908575;Credit
2653;2016.11;46680996;Credit
2654;2016.12;53960131;Credit
2655;2017.01;51202490;Credit
2656;2017.02;49189170;Credit
2657;2017.03;54775598;Credit
2658;2017.04;51413711;Credit
2659;2017.05;53275208;Credit
2660;2017.06;51860426;Credit
2661;2017.07;54062554;Credit
2662;2017.08;54825394;Credit
2663;2017.09;54586990;Credit
2664;2017.10;57938193;Credit
2665;2017.11;61184237;Credit
2666;2017.12;68896511;Credit
2667;2018.01;61497091;Credit
2668;2018.02;58657866;Credit
2669;2018.03;65654908;Credit
2670;2018.04;60420178;Credit
2671;2018.05;62695915;Credit
2672;2018.06;60143201;Credit
2673;2018.07;62474197;Credit
2674;2018.08;63861055;Credit
